DEPARTAMENTO;COMPRADOR;CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;STATUS_COMPRA;EMBL_COMPRA;EMBL_TRANSFERENCIA;QUANTIDADE_DISPONIVEL;QTD_PEND_PEDCOMPRA;QTD_VENDIDA_30D;QUANTIDADE_ESTOQUE_MINIMO;QUANTIDADE_ESTOQUE_MAXIMO
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;16;AGUA MINERAL CRYSTAL S G PET 1 5L;Ativo;6;6;36;0;29;24;36
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;78;AGUA SABORIZ H2OH LIMAO PET 500ML;Ativo;12;12;22;12;33;24;36
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;83;AGUA TONICA ANTARCTICA PET 1L ZR;Ativo;6;6;18;0;0;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;82;AGUA TONICA ANTARTICA PET 1L;Ativo;6;6;18;0;0;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;18;AGUA TONICA FRUKI PET 1 5L;Ativo;6;6;0;18;6;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;12294;AGUA TONICA QUININO ZERO 1 5ML;Ativo;6;6;17;0;8;12;24
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;12295;AGUA TONICA QUININO ZERO 350ML;Ativo;12;12;24;0;0;12;24
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;871;AGUA TONICA SCHWEPPES LT 350ML;Ativo;6;6;25;0;5;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;90;AGUA TONICA SCHWEPPES S AC LT 350ML;Ativo;6;6;20;0;4;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;385;AGUARDENTE 51 965ML;Ativo;12;12;18;0;12;10;22
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;413;AGUARDENTE KIKANA 790ML;Ativo;12;12;-4;36;47;36;48
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;422;AGUARDENTE VELHO BARREIRO 600ML;Ativo;12;12;11;0;25;10;22
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;424;AGUARDENTE VELHO BARREIRO 910ML ADO;Ativo;12;12;10;12;36;12;24
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;442;APERITIVO APEROL 750ML;Ativo;6;6;11;0;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;319;BEBIDA ADES TP 1L ABACAXI;Ativo;6;6;52;0;1;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;323;BEBIDA ADES TP 1L SOJA;Ativo;6;6;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;325;BEBIDA ADES TP 1L UVA;Ativo;6;6;66;0;0;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;25896;BEBIDA POSSIBLE 1L CHOCOLATE;Ativo;12;12;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;13158;BEBIDA POSSIBLE 1L ORIGINAL;Ativo;12;12;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;448;BEBIDA SCHWEPPES 269ML GIN TONICA;Ativo;6;6;12;0;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;452;BEBIDA SCHWEPPES 269ML GIN TONICA PINK;Ativo;6;6;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;454;BEBIDA SCHWEPPES 269ML VODKA E CITRUS;Ativo;6;6;18;0;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;4419;BEBIDA SCHWEPPES GIN TONICA;Ativo;6;6;6;6;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;4421;BEBIDA SCHWEPPES TESVODKA CITRUS;Ativo;6;6;0;6;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;545;BITTER CAMPARI 748ML;Ativo;12;12;5;24;0;12;24
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;37428;CERV AMSTEL LAGER GFA 600ML;Ativo;24;24;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;144;CERV AMSTEL LT 473ML LAGER;Ativo;12;12;-6;48;97;72;96
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;229;CERV AMSTEL ULTRA LN 275ML;Ativo;12;12;0;0;12;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;29640;CERV AMSTEL VIBES MEL MOR LT 269ML;Ativo;1;1;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;145;CERV ANTARCTICA SUBZERO LT 473ML;Ativo;12;12;194;0;53;84;108
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;152;CERV BRAHMA CHOPP LT 473ML;Ativo;12;12;2564;0;522;120;240
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;154;CERV BRAHMA DUPLO MALTE LT 473ML;Ativo;12;12;175;0;12;36;48
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;161;CERV CRYSTAL LT 473ML;Ativo;12;12;53;24;203;96;120
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;8983;CERV HEINEKEN 0 0 LT 269ML;Ativo;24;24;0;0;0;6;14
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;36663;CERV PRAYA LAGER LN 330ML;Ativo;24;24;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;115;CERV SCHIN 1L;Ativo;12;12;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;213;CERV SKOL PILSEN LT 473ML;Ativo;12;12;958;0;2411;600;720
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;37512;CERVEJA AMSTEL VIBES LT 269ML LIMAO;Ativo;6;6;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;35782;CERVEJA ANTARCTICA 1L;Ativo;12;12;24;0;0;12;24
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;155;CERVEJA BRAHMA LT 350ML MALZBIER;Ativo;12;12;56;180;426;180;240
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;37171;CERVEJA BUDWEISER 473ML ZERO;Ativo;12;12;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;237;CERVEJA BUDWEISER LN 330ML;Ativo;24;24;107;0;12;24;48
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;158;CERVEJA BUDWEISER LT 350ML ZERO STEEK;Ativo;8;8;24;0;0;16;24
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;156;CERVEJA BUDWEISER LT 473ML;Ativo;12;12;22;0;14;12;24
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;244;CERVEJA CORONA LN 330ML ZERO;Ativo;24;24;28;0;0;24;48
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;163;CERVEJA EISENBAHN PILSEN LT 473ML;Ativo;12;12;243;0;3;10;22
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;4620;CERVEJA EISENBAHN SLEEK LT 350ML PILSEN;Ativo;12;12;24;0;1;10;22
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;167;CERVEJA GLACIAL LT 473ML;Ativo;12;12;245;0;470;312;444
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;363;CERVEJA HEINEKEN 5L PILSEN;Ativo;2;2;2;0;0;6;8
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;260;CERVEJA HEINEKEN LN 330ML;Ativo;24;24;26;0;101;24;48
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;171;CERVEJA HEINEKEN LT 350ML PILSEN;Ativo;12;12;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;169;CERVEJA HEINEKEN LT 473ML;Ativo;12;12;86;24;95;120;180
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;280;CERVEJA ITAIPAVA LN 330ML MALZBIER;Ativo;12;12;138;12;132;84;156
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;4598;CERVEJA ITAIPAVA LT 350ML MALZBIER;Ativo;12;12;573;144;155;600;720
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;177;CERVEJA ITAIPAVA LT 473ML;Ativo;12;12;20;0;4;12;24
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;178;CERVEJA KAISER LT 473ML;Ativo;12;12;538;0;1014;504;708
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;4595;CERVEJA LN BRAHMA 355ML MALZBIER;Ativo;24;24;0;0;0;18;42
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;4601;CERVEJA LN PRAYA 355ML LAGER PREMIU;Ativo;6;6;0;0;0;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;4610;CERVEJA LT BADEN BADEN 473ML CRISTA IPA;Ativo;12;12;1;0;20;10;22
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;4625;CERVEJA LT PATAGONIA 473ML IPA;Ativo;6;6;18;0;0;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;361;CERVEJA PATAGONIA LT 473ML WEISSE;Ativo;6;6;11;0;1;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;309;CERVEJA PROVINCIA LT 473ML ZERO MALZBIER;Ativo;12;12;77;0;0;84;120
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;191;CERVEJA PROVINCIA MALZBIER LT 473ML MALZBIER;Ativo;12;12;102;12;367;120;240
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;193;CERVEJA PROVINCIA PILSEN LT 473ML PREMIUM;Ativo;12;12;211;0;144;60;84
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;207;CERVEJA SCHIN LT 473ML PILSEN;Ativo;12;12;232;84;1857;408;576
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;287;CERVEJA SKOL BEATS LN 269ML SENSES;Ativo;24;24;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;209;CERVEJA SKOL BEATS LT 269ML GIN TONICA;Ativo;8;8;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;3871;CERVEJA SKOL BEATS LT 269ML RED MIX;Ativo;8;8;48;0;0;24;32
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;289;CERVEJA SOL LN 330ML PREMIUM;Ativo;6;6;26;12;26;24;48
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;4603;CERVEJA SOL PREMIUM LN 330ML ZERO;Ativo;24;24;4;48;0;18;42
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;295;CERVEJA STELLA ARTOIS LN 330ML PURE GOLD;Ativo;24;24;2;24;5;12;24
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;142;CERVEJA STELLA ONE W 600ML;Ativo;12;12;0;12;0;8;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;223;CERVEJA THEREZOPOLIS 473ML LAGER GOLD;Ativo;12;12;12;0;2;10;22
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;340;CHA ICE TEA LEAO PET 1 5L PESSEGO ZERO;Ativo;6;6;8;12;4;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;3873;CHA ICE TEA LEAO PET 450ML LIMAO ZERO;Ativo;6;6;6;6;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;3869;CHA ICE TEA LEAO PET 450ML PESSEGO ZERO;Ativo;6;6;39;0;10;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;353;CHA LEAO GUARANA C ACAI CP 300ML;Ativo;12;12;11;0;13;12;24
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;360;CHA LEAO VERDE LIMAO PET 1 5L;Ativo;6;6;16;0;2;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;365;CHOPP PROVINCIA 1 5L LAGER PURO MALTE;Ativo;6;6;56;0;28;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;34010;CHOPP PROVINCIA PET 1 25L PURO MALTE;Ativo;6;6;20;0;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;553;CONHAQUE DREHER 900ML;Ativo;12;12;5;0;0;7;10
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;87;COOLER CANCAO 750ML PESSEGO;Ativo;12;12;0;0;0;36;48
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;33720;COQUETEL CHICOTE 500ML LIMAO;Ativo;12;12;33;0;9;10;22
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;33722;COQUETEL CHICOTE 500ML MORANGO;Ativo;12;12;31;0;5;8;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;438;COQUETEL PATRICIA DO SUL 790ML;Ativo;12;12;6;0;44;10;22
BEBIDAS;NJOUD HASSAN ZITAWI;1;16542;COQUETELEIRA 8X8 21CM 500ML BU1550;Ativo;1;1;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;472;ENERG BALY LT 250ML CHAMPANHE;Ativo;6;6;17;0;1;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;35134;ENERG BALY LT 250ML FLORIPA SPRITZ;Ativo;6;6;8;0;2;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;483;ENERG BALY LT 250ML LABELLAMAFIA;Ativo;6;6;0;12;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;455;ENERG BALY LT 473ML;Ativo;6;6;34;0;4;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;456;ENERG BALY LT 473ML MACA VERDE;Ativo;6;6;9;0;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;459;ENERG BALY LT 473ML MANGA;Ativo;6;6;6;6;3;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;460;ENERG BALY LT 473ML MELANCIA;Ativo;6;6;2;12;5;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;465;ENERG BALY LT 473ML MOR PESSEG S A;Ativo;6;6;0;6;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;466;ENERG BALY LT 473ML MORANGO PESSEGO;Ativo;6;6;8;0;4;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;36829;ENERG BALY LT 473ML TADALA AZULZIN;Ativo;6;6;0;270;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;451;ENERG BALY LT 473ML TROPICAL;Ativo;6;6;44;0;4;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;469;ENERG BALY LT 473ML TROPICAL S A;Ativo;6;6;8;0;1;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;437;ENERG BALY PET 2L;Ativo;6;6;4;12;19;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;425;ENERG BALY PET 2L ABACAXI HORTELA;Ativo;6;6;22;0;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;431;ENERG BALY PET 2L FRUT TROPICAIS;Ativo;6;6;41;0;5;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;433;ENERG BALY PET 2L MACA VERDE;Ativo;6;6;14;0;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;434;ENERG BALY PET 2L MELANCIA;Ativo;6;6;2;0;3;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;436;ENERG BALY PET 2L MORANGO PESSEGO;Ativo;6;6;29;0;7;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;36828;ENERG BALY PET 2L TADALA AZULZINHO;Ativo;6;6;0;90;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;439;ENERG BALY PET 2L TRAD S A;Ativo;6;6;6;6;1;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;403;ENERG ELEV LT 473 ML ACAI COCO;Ativo;6;6;0;12;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;404;ENERG ELEV LT 473 ML FRUT TROPICAIS;Ativo;6;6;6;12;0;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;405;ENERG ELEV LT 473ML GUAR MARACUJA;Ativo;6;6;18;0;0;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;406;ENERG ELEV LT 473ML MACA VERDE;Ativo;6;6;18;0;0;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;3853;ENERG ELEV LT 473ML MOR MELANCIA;Ativo;6;6;6;6;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;34497;ENERG ELEV LT 473ML PINK LIMONADE;Ativo;6;6;29;0;5;10;22
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;410;ENERG ELEV PET 2L FRUT TROPICAIS;Ativo;6;6;16;0;2;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;3855;ENERG HIPERTENSAO PET 2L MELANCIA;Ativo;6;6;12;0;2;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;576;ENERG HIPERTENSAO PET 2L ORIGINAL;Ativo;6;6;12;0;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;575;ENERG HIPERTENSAO PET 2L ZERO;Ativo;6;6;12;0;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;386;ENERG MONSTER LT 473ML ABSOLUT ZERO;Ativo;6;6;18;0;16;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;388;ENERG MONSTER LT 473ML DRAGON LIMAO;Ativo;6;6;21;0;5;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;5742;ENERG MONSTER LT 473ML FIESTA MANGO;Ativo;6;6;13;0;8;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;389;ENERG MONSTER LT 473ML GREEN;Ativo;6;6;60;0;11;30;42
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;390;ENERG MONSTER LT 473ML GREEN ZERO;Ativo;6;6;38;0;30;18;24
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;391;ENERG MONSTER LT 473ML KHAOTIC JUICE;Ativo;6;6;31;0;7;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;392;ENERG MONSTER LT 473ML MANGO LOCO;Ativo;6;6;8;6;20;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;387;ENERG MONSTER LT 473ML PACIFIC PUNCH;Ativo;6;6;17;0;11;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;393;ENERG MONSTER LT 473ML PESSEGO;Ativo;6;6;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;33971;ENERG MONSTER LT 473ML RIO PUNCH;Ativo;6;6;21;0;9;18;24
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;37319;ENERG MONSTER LT 473ML STRAWBERRY;Ativo;6;6;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;396;ENERG MONSTER LT 473ML ULTRA;Ativo;6;6;16;30;23;12;24
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;394;ENERG MONSTER LT 473ML ULTRA VIOLET;Ativo;6;6;1;0;18;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;397;ENERG MONSTER LT 473ML WATERMELON;Ativo;6;6;13;0;5;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;517;ENERG RED BULL LT 250ML;Ativo;24;24;120;0;0;96;120
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;37262;ENERG RED BULL LT 250ML NECTARINA;Ativo;24;24;0;0;0;8;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;33732;ENERG RED BULL LT 250ML POMELO;Ativo;24;24;0;24;0;12;16
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;37246;ENERG RED BULL TROPICAL LT 473ML;Ativo;1;1;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;37243;ENERG RED BULL ZERO 473ML;Ativo;1;1;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;37248;ENERG RED BULL ZERO LT 355ML;Ativo;1;1;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;690;ESPUMANTE OREMUS 750ML MOSCATEL;Ativo;6;6;12;0;0;4;6
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;691;ESPUMANTE OREMUS 750ML MOSCATEL ROSE;Ativo;6;6;24;0;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;697;ESPUMANTE Q MORGADO 600ML MOSCATEL;Ativo;6;6;9;0;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;699;ESPUMANTE Q MORGADO 600ML MOSCATEL ROSE;Ativo;6;6;10;0;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;722;FILTRADO DUSHY FEST S ALC 660ML;Ativo;6;6;22;0;2;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;539;GATORADE 500ML LARANJA;Ativo;6;6;7;0;10;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;542;GATORADE 500ML MARACUJA;Ativo;6;6;6;0;3;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;544;GATORADE 500ML MORAN MARACUJA;Ativo;6;6;11;0;7;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;547;GATORADE 500ML TANGERINA;Ativo;6;6;14;0;4;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;548;GATORADE 500ML UVA;Ativo;6;6;10;0;6;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;3836;GELADINHO AMERICANO 40UN;Ativo;6;6;47;0;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;36235;GELADINHO AMERICANO C 10 ZR ACUCAR;Ativo;10;10;37;0;0;18;42
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;3837;GELADINHO AMERICANO ZERO;Ativo;10;10;0;0;0;8;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;577;GELADINHO MANIA;Ativo;6;6;222;0;45;84;114
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;37000;GIN MANSAO MAROMBA MELANCIA CMB 1L;Ativo;1;1;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;587;GIN OLD BRIDGE 900ML ROSE;Ativo;1;1;0;5;0;4;6
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;591;GIN ROCKS 1L SICILIAN LEMON;Ativo;6;6;0;0;0;0;0
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;588;GIN ROCKS SECO 1L;Ativo;6;6;8;0;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;6828;H2OH 500ML LIMONETO;Ativo;12;12;2;48;48;36;48
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;528;ICE DRINK PET 275ML LIMAO;Ativo;12;12;26;0;8;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;605;ICE DRINK PET 275ML PINA COLADA;Ativo;12;12;15;0;9;12;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;529;ICE KISLLA PET 275ML APPLE;Ativo;24;24;0;0;0;6;12
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;540;ICE SMIRNOFF LIMAO 275ML;Ativo;24;24;39;0;3;24;48
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;65;KEEP COOLER CLASSIC PESSEGO 275ML;Ativo;24;6;139;0;0;36;48
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;493;LA TEQUILA PRATA 900ML;Ativo;6;6;12;0;0;4;6
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;378;REFRE FRUKITO PET 200ML FRUTAS CITRICAS;Ativo;12;12;33;0;18;24;24
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;368;REFRE FRUKITO PET 2L FRUTAS CITRICAS;Ativo;6;6;24;0;1;18;24
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;34724;REFRE HAPPY TP 1L ABACAXI;Ativo;12;12;42;0;5;6;18
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;34725;REFRE HAPPY TP 1L LARANJA;Ativo;12;12;58;0;1;10;22
BEBIDAS;NICOLAS AUGUSTO P. BORGES;1;34719;REFRE HAPPY TP 1L MORANGO;Ativo;12;12;41;0;1;6;18
