ORIGEM;EMPRESA;TITULO;PEDIDO;COD_FORNECEDOR;FORNECEDOR;COMPRADOR;DATA_EMISSAO;DATA_PREV_ENTREGA;PRAZO_PAGAMENTO_DIAS;PARCELA;DATA_VENCIMENTO;STATUS_PEDIDO;VALOR_PROJETADO
1-TITULO_REAL;15;91655/1-1;;14321;COOPERATIVA SANTA CLARA LTDA;SANDRO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;18;7861/6-1;;3854;COPA ENERGIA;MODELO;10/06/2026;;21;1;01/07/2026;FATURADO;0
1-TITULO_REAL;8;7866/6-1;;3854;COPA ENERGIA;MODELO;10/06/2026;;21;1;01/07/2026;FATURADO;0
1-TITULO_REAL;6;7868/6-1;;3854;COPA ENERGIA;MODELO;10/06/2026;;21;1;01/07/2026;FATURADO;0
1-TITULO_REAL;2;7867/6-1;;3854;COPA ENERGIA;MODELO;10/06/2026;;21;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;289044/34-1;;9639;CRBS S/A;NICOLAS;09/06/2026;;22;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;289043/34-1;;9639;CRBS S/A;NICOLAS;09/06/2026;;22;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;289042/34-1;;9639;CRBS S/A;NICOLAS;09/06/2026;;22;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;289041/34-1;;9639;CRBS S/A;NICOLAS;09/06/2026;;22;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;289051/34-1;;9639;CRBS S/A;NICOLAS;09/06/2026;;22;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;289053/34-1;;9639;CRBS S/A;NICOLAS;09/06/2026;;22;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;289052/34-1;;9639;CRBS S/A;NICOLAS;09/06/2026;;22;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;289048/34-1;;9639;CRBS S/A;NICOLAS;09/06/2026;;22;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;289049/34-1;;9639;CRBS S/A;NICOLAS;09/06/2026;;22;1;01/07/2026;FATURADO;0
1-TITULO_REAL;18;150620001/700-1;;12288;DARLAN BRESSAN DALENOGARE;LAURINDO;16/06/2026;;15;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;1750457/3-1;;3338;DARNEL- EMBALAGENS LTDA;LAURINDO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;14;140520005/700-1;;1947;DELCIO LIMA GAVIAO;LAURINDO;11/06/2026;;20;1;01/07/2026;FATURADO;469,82
1-TITULO_REAL;16;248041/1-1;;16727;DIST DE ALIM BRISTOT LTDA;SANDRO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;12;185891/1-1;;6394;ERVATEIRA SEIVA PURA LTDA;NIDAL;01/06/2026;;30;1;01/07/2026;FATURADO;0
1-TITULO_REAL;50;157283/3-1;;17035;ESTRELA INDUSTRIA DE PAPEL LTDA;BATISTA;10/06/2026;;21;1;01/07/2026;FATURADO;0
1-TITULO_REAL;13;480292/3-1;;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;WERTER;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;8;480364/3-1;;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;SANDRO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;13;480291/3-1;;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;SANDRO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;6;480367/3-1;;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;SANDRO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;3;480292/-1;;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;SANDRO;01/07/2026;;0;1;01/07/2026;FATURADO;0
1-TITULO_REAL;14;480366/3-1;;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;WERTER;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;14;480365/3-1;;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;SANDRO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;12;480328/3-1;;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;SANDRO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;6;480368/3-1;;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;WERTER;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;16;342362/1-1;;3638;FRIBOI LTDA.;LAURINDO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;16;342363/1-1;;3638;FRIBOI LTDA.;LAURINDO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;96534/1-1;;6158;GASPARIN CEREAIS LTDA ME;NIDAL;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;211402/1-1;;3076;GOIASMINAS INDUSTRIA DE LATICINIOS LTDA;WERTER;27/05/2026;;35;1;01/07/2026;FATURADO;0
1-TITULO_REAL;14;10480/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;31/05/2026;;31;1;01/07/2026;FATURADO;0
1-TITULO_REAL;17;10481/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;31/05/2026;;31;1;01/07/2026;FATURADO;0
1-TITULO_REAL;6;10477/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;31/05/2026;;31;1;01/07/2026;FATURADO;0
1-TITULO_REAL;5;10476/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;31/05/2026;;31;1;01/07/2026;FATURADO;0
1-TITULO_REAL;13;10479/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;31/05/2026;;31;1;01/07/2026;FATURADO;0
1-TITULO_REAL;18;10482/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;31/05/2026;;31;1;01/07/2026;FATURADO;0
1-TITULO_REAL;3;10474/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;31/05/2026;;31;1;01/07/2026;FATURADO;0
1-TITULO_REAL;7;10478/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;31/05/2026;;31;1;01/07/2026;FATURADO;0
1-TITULO_REAL;12;10529/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;4;10475/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;31/05/2026;;31;1;01/07/2026;FATURADO;0
1-TITULO_REAL;13;10530/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;11;10528/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;6;10525/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;8;10527/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;14;10531/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;7;10526/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;3;10522/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;2;10521/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;5;10524/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;4;10523/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;1;10520/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;2;10473/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;31/05/2026;;31;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;540882/2-1;;10885;HIPER TEXTIL LTDA;BATISTA;01/06/2026;;30;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;541132/2-1;;10885;HIPER TEXTIL LTDA;BATISTA;01/06/2026;;30;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;540874/2-1;;10885;HIPER TEXTIL LTDA;BATISTA;01/06/2026;;30;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;540876/2-1;;10885;HIPER TEXTIL LTDA;BATISTA;01/06/2026;;30;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;540880/2-1;;10885;HIPER TEXTIL LTDA;BATISTA;01/06/2026;;30;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;540875/2-1;;10885;HIPER TEXTIL LTDA;BATISTA;01/06/2026;;30;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;540881/2-1;;10885;HIPER TEXTIL LTDA;BATISTA;01/06/2026;;30;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;540879/2-1;;10885;HIPER TEXTIL LTDA;BATISTA;01/06/2026;;30;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;540878/2-1;;10885;HIPER TEXTIL LTDA;BATISTA;01/06/2026;;30;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;540877/2-1;;10885;HIPER TEXTIL LTDA;BATISTA;01/06/2026;;30;1;01/07/2026;FATURADO;0
1-TITULO_REAL;16;44095/1-3;;16261;INDUSTRIA LATICINIOS DOM MIRO;SANDRO;27/05/2026;;35;3;01/07/2026;FATURADO;0
1-TITULO_REAL;15;907133/1-1;;14588;IRMAOS RUIVO LTDA;WERTER;26/06/2026;;5;1;01/07/2026;FATURADO;695,22
1-TITULO_REAL;13;423552/1-3;;16491;JBS S A;LAURINDO;30/05/2026;;32;3;01/07/2026;FATURADO;0
1-TITULO_REAL;7;423549/1-3;;16491;JBS S A;LAURINDO;30/05/2026;;32;3;01/07/2026;FATURADO;0
1-TITULO_REAL;5;423548/1-3;;16491;JBS S A;LAURINDO;30/05/2026;;32;3;01/07/2026;FATURADO;0
1-TITULO_REAL;18;423553/1-3;;16491;JBS S A;LAURINDO;30/05/2026;;32;3;01/07/2026;FATURADO;0
1-TITULO_REAL;14;423545/1-3;;16491;JBS S A;LAURINDO;30/05/2026;;32;3;01/07/2026;FATURADO;0
1-TITULO_REAL;12;423540/1-3;;16491;JBS S A;LAURINDO;30/05/2026;;32;3;01/07/2026;FATURADO;0
1-TITULO_REAL;4;423546/1-3;;16491;JBS S A;LAURINDO;30/05/2026;;32;3;01/07/2026;FATURADO;0
1-TITULO_REAL;11;423541/1-3;;16491;JBS S A;LAURINDO;30/05/2026;;32;3;01/07/2026;FATURADO;0
1-TITULO_REAL;3;423547/1-3;;16491;JBS S A;LAURINDO;30/05/2026;;32;3;01/07/2026;FATURADO;0
1-TITULO_REAL;8;423544/1-3;;16491;JBS S A;LAURINDO;30/05/2026;;32;3;01/07/2026;FATURADO;0
1-TITULO_REAL;6;423550/1-3;;16491;JBS S A;LAURINDO;30/05/2026;;32;3;01/07/2026;FATURADO;0
1-TITULO_REAL;17;423551/1-3;;16491;JBS S A;LAURINDO;30/05/2026;;32;3;01/07/2026;FATURADO;0
1-TITULO_REAL;16;423876/1-1;;16491;JBS S A;LAURINDO;10/06/2026;;21;1;01/07/2026;FATURADO;0
1-TITULO_REAL;16;423875/1-1;;16491;JBS S A;LAURINDO;10/06/2026;;21;1;01/07/2026;FATURADO;0
1-TITULO_REAL;16;423877/1-1;;16491;JBS S A;LAURINDO;10/06/2026;;21;1;01/07/2026;FATURADO;0
1-TITULO_REAL;2;423542/1-3;;16491;JBS S A;LAURINDO;30/05/2026;;32;3;01/07/2026;FATURADO;0
1-TITULO_REAL;16;424543/1-1;;22013;JBS SA;LAURINDO;10/06/2026;;21;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;312200/1-3;;4591;KI-KAKAU IND E COM DE CHOCOLATES LTDA;WERTER;19/05/2026;;43;3;01/07/2026;FATURADO;0
1-TITULO_REAL;17;4207190/1-1;;9379;LACTALIS BRASIL COM IMP EXP LTDA;SANDRO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;5;70620004/700-1;;2957;LUIZ EDUARDO DE SOUZA DOS SANTOS;LAURINDO;08/06/2026;;23;1;01/07/2026;FATURADO;0
1-TITULO_REAL;6;70620005/700-1;;2957;LUIZ EDUARDO DE SOUZA DOS SANTOS;LAURINDO;08/06/2026;;23;1;01/07/2026;FATURADO;0
1-TITULO_REAL;7;70620006/700-1;;2957;LUIZ EDUARDO DE SOUZA DOS SANTOS;LAURINDO;08/06/2026;;23;1;01/07/2026;FATURADO;0
1-TITULO_REAL;8;70620007/700-1;;2957;LUIZ EDUARDO DE SOUZA DOS SANTOS;LAURINDO;08/06/2026;;23;1;01/07/2026;FATURADO;0
1-TITULO_REAL;2;70620001/700-1;;2957;LUIZ EDUARDO DE SOUZA DOS SANTOS;LAURINDO;08/06/2026;;23;1;01/07/2026;FATURADO;0
1-TITULO_REAL;14;70620008/700-1;;2957;LUIZ EDUARDO DE SOUZA DOS SANTOS;LAURINDO;12/06/2026;;19;1;01/07/2026;FATURADO;0
1-TITULO_REAL;3;70620005/1-1;;2957;LUIZ EDUARDO DE SOUZA DOS SANTOS;MODELO;01/07/2026;;0;1;01/07/2026;FATURADO;0
1-TITULO_REAL;3;70620002/700-1;;2957;LUIZ EDUARDO DE SOUZA DOS SANTOS;LAURINDO;08/06/2026;;23;1;01/07/2026;FATURADO;0
1-TITULO_REAL;4;70620003/700-1;;2957;LUIZ EDUARDO DE SOUZA DOS SANTOS;LAURINDO;08/06/2026;;23;1;01/07/2026;FATURADO;0
1-TITULO_REAL;16;968696/1-1;;8576;MAIS FRANGO MIRAGUAI LTDA;SANDRO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;16;968695/1-1;;8576;MAIS FRANGO MIRAGUAI LTDA;SANDRO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;7;1035016/0-1;;10511;MARQUESPAN ALIMENTOS LTDA;LAURINDO;05/06/2026;;26;1;01/07/2026;FATURADO;0
1-TITULO_REAL;3;1035017/0-1;;10511;MARQUESPAN ALIMENTOS LTDA;LAURINDO;06/06/2026;;25;1;01/07/2026;FATURADO;0
1-TITULO_REAL;6;1035014/0-1;;10511;MARQUESPAN ALIMENTOS LTDA;LAURINDO;05/06/2026;;26;1;01/07/2026;FATURADO;0
1-TITULO_REAL;1;1035376/0-1;;10511;MARQUESPAN ALIMENTOS LTDA;LAURINDO;05/06/2026;;26;1;01/07/2026;FATURADO;0
1-TITULO_REAL;17;1035018/0-1;;10511;MARQUESPAN ALIMENTOS LTDA;LAURINDO;05/06/2026;;26;1;01/07/2026;FATURADO;0
1-TITULO_REAL;11;1035012/0-1;;10511;MARQUESPAN ALIMENTOS LTDA;LAURINDO;05/06/2026;;26;1;01/07/2026;FATURADO;0
1-TITULO_REAL;4;1035220/0-1;;10511;MARQUESPAN ALIMENTOS LTDA;LAURINDO;05/06/2026;;26;1;01/07/2026;FATURADO;0
1-TITULO_REAL;2;1035019/0-1;;10511;MARQUESPAN ALIMENTOS LTDA;LAURINDO;05/06/2026;;26;1;01/07/2026;FATURADO;0
1-TITULO_REAL;5;1035015/0-1;;10511;MARQUESPAN ALIMENTOS LTDA;LAURINDO;05/06/2026;;26;1;01/07/2026;FATURADO;0
1-TITULO_REAL;14;1035379/0-1;;10511;MARQUESPAN ALIMENTOS LTDA;LAURINDO;05/06/2026;;26;1;01/07/2026;FATURADO;0
1-TITULO_REAL;18;1036535/0-1;;10511;MARQUESPAN ALIMENTOS LTDA;LAURINDO;05/06/2026;;26;1;01/07/2026;FATURADO;0
1-TITULO_REAL;13;1035365/0-1;;10511;MARQUESPAN ALIMENTOS LTDA;LAURINDO;05/06/2026;;26;1;01/07/2026;FATURADO;0
1-TITULO_REAL;8;1035381/0-1;;10511;MARQUESPAN ALIMENTOS LTDA;LAURINDO;05/06/2026;;26;1;01/07/2026;FATURADO;0
1-TITULO_REAL;11;81/700-1;;21599;NEIDE MARIA COGO MENDES HORTFRUTIGRANGEI;LAURINDO;16/06/2026;;15;1;01/07/2026;FATURADO;0
1-TITULO_REAL;17;181695/1-1;;16654;NOP IND E COM DE ALIMENTOS LTDA EPP;SANDRO;29/05/2026;;33;1;01/07/2026;FATURADO;0
1-TITULO_REAL;14;181697/1-1;;16654;NOP IND E COM DE ALIMENTOS LTDA EPP;SANDRO;29/05/2026;;33;1;01/07/2026;FATURADO;0
1-TITULO_REAL;2;181700/1-1;;16654;NOP IND E COM DE ALIMENTOS LTDA EPP;SANDRO;29/05/2026;;33;1;01/07/2026;FATURADO;0
1-TITULO_REAL;3;181698/1-1;;16654;NOP IND E COM DE ALIMENTOS LTDA EPP;SANDRO;29/05/2026;;33;1;01/07/2026;FATURADO;0
1-TITULO_REAL;12;181756/1-1;;16654;NOP IND E COM DE ALIMENTOS LTDA EPP;SANDRO;01/06/2026;;30;1;01/07/2026;FATURADO;0
1-TITULO_REAL;11;1769/8-1;;16654;NOP IND E COM DE ALIMENTOS LTDA EPP;SANDRO;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;6;181699/1-1;;16654;NOP IND E COM DE ALIMENTOS LTDA EPP;SANDRO;29/05/2026;;33;1;01/07/2026;FATURADO;0
1-TITULO_REAL;18;3885/1-1;;15756;PANARIUS DISTRIB LTDA;SANDRO;05/05/2026;;57;1;01/07/2026;FATURADO;432
1-TITULO_REAL;15;1134826/1-1;;6485;PIETROBON E CIA. LTDA;WERTER;02/05/2026;;60;1;01/07/2026;FATURADO;0
1-TITULO_REAL;15;54489/1-2;;5492;PLASTICOS SUZUKI LTDA;LAURINDO;27/05/2026;;35;2;01/07/2026;FATURADO;0
1-TITULO_REAL;3;31442/001-1;;17566;PORTO BALANÇAS LTDA;MODELO;01/07/2026;;0;1;01/07/2026;FATURADO;1685,45
1-TITULO_REAL;14;1510250/2-3;;5783;PRADO DISTRIBUIDORA DE ALIMENTOS LTDA;BATISTA;27/05/2026;;35;3;01/07/2026;FATURADO;0
1-TITULO_REAL;15;802134/5-3;;4435;QUIMICA AMPARO LTDA;BATISTA;27/05/2026;;35;3;01/07/2026;FATURADO;0
1-TITULO_REAL;15;802135/5-3;;4435;QUIMICA AMPARO LTDA;BATISTA;27/05/2026;;35;3;01/07/2026;FATURADO;0
1-TITULO_REAL;17;400057/1-1;;5894;UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;BATISTA;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;17;834731/3-1;;5894;UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;BATISTA;03/06/2026;;28;1;01/07/2026;FATURADO;0
1-TITULO_REAL;12;86460/122-1;;6309;ALTAMIR MATEOS BRAIDO E CIA LTDA.;WERTER;18/06/2026;;14;1;02/07/2026;FATURADO;0
1-TITULO_REAL;14;86253/123-1;;6309;ALTAMIR MATEOS BRAIDO E CIA LTDA.;WERTER;18/06/2026;;14;1;02/07/2026;FATURADO;0
1-TITULO_REAL;3;86254/123-1;;6309;ALTAMIR MATEOS BRAIDO E CIA LTDA.;WERTER;18/06/2026;;14;1;02/07/2026;FATURADO;0
1-TITULO_REAL;14;2637/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;6;2633/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;8;2636/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;8;2649/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;5;2632/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;5;2646/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;18;2656/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;18;2642/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;6;2647/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;17;2651/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;17;2638/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;7;2648/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;12;2640/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;7;2635/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;12;2653/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;2;2643/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;2;2629/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;14;2650/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;11;2639/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;11;2652/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;13;2641/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;4;2631/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;4;2645/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;3;2630/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
1-TITULO_REAL;3;2644/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;02/06/2026;;30;1;02/07/2026;FATURADO;0
